Each row contains some info about the single block at height blockNumber:
- Time when the block was created (UTC)
- Decimal target
- Difficulty
- The average number of hashes it takes to solve a block at this difficulty

Each row also contains stats that apply to the set of blocks between blockNumber and the previous blockNumber:
- Average interval between blocks.
- Average target over these blocks. This is only different from the block target when
a retarget occurred in this section. (I'm not totally sure I'm doing this correctly.)
- The estimated number of network-wide hashes per second during
this time, calculated from the average interval and average target.

blockNumber,time,target,avgTargetSinceLast,difficulty,hashesToWin,avgIntervalSinceLast,netHashPerSecond
START DATA
77796,1283489755,43246870766561725070861386869077695524372774526710079316876591104,43246870766561725070861386869077695524372774526710079316876591104,623.38,2677467460301,509,5260250413
77814,1283497220,43246870766561725070861386869077695524372774526710079316876591104,43246870766561725070861386869077695524372774526710079316876591104,623.38,2677467460301,427,6270415597
77832,1283504987,43246870766561725070861386869077695524372774526710079316876591104,43246870766561725070861386869077695524372774526710079316876591104,623.38,2677467460301,419,6390137136
77850,1283515460,43246870766561725070861386869077695524372774526710079316876591104,43246870766561725070861386869077695524372774526710079316876591104,623.38,2677467460301,576,4648381007
77868,1283525768,43246870766561725070861386869077695524372774526710079316876591104,43246870766561725070861386869077695524372774526710079316876591104,623.38,2677467460301,570,4697311333
77886,1283534335,43246870766561725070861386869077695524372774526710079316876591104,43246870766561725070861386869077695524372774526710079316876591104,623.38,2677467460301,495,5409025172
77904,1283543472,43246870766561725070861386869077695524372774526710079316876591104,43246870766561725070861386869077695524372774526710079316876591104,623.38,2677467460301,532,5032833571
77922,1283552681,43246870766561725070861386869077695524372774526710079316876591104,43246870766561725070861386869077695524372774526710079316876591104,623.38,2677467460301,487,5497879795
77940,1283563271,43246870766561725070861386869077695524372774526710079316876591104,43246870766561725070861386869077695524372774526710079316876591104,623.38,2677467460301,596,4492395067
77958,1283573547,43246870766561725070861386869077695524372774526710079316876591104,43246870766561725070861386869077695524372774526710079316876591104,623.38,2677467460301,594,4507520976
77976,1283581592,43246870766561725070861386869077695524372774526710079316876591104,43246870766561725070861386869077695524372774526710079316876591104,623.38,2677467460301,408,6562420245
77994,1283591292,43246870766561725070861386869077695524372774526710079316876591104,43246870766561725070861386869077695524372774526710079316876591104,623.38,2677467460301,519,5158896840
78012,1283597167,43246870766561725070861386869077695524372774526710079316876591104,43246870766561725070861386869077695524372774526710079316876591104,623.38,2677467460301,334,8016369641
78030,1283605078,43246870766561725070861386869077695524372774526710079316876591104,43246870766561725070861386869077695524372774526710079316876591104,623.38,2677467460301,394,6795602691
78048,1283612865,43246870766561725070861386869077695524372774526710079316876591104,43246870766561725070861386869077695524372774526710079316876591104,623.38,2677467460301,450,5949927689
78066,1283621089,43246870766561725070861386869077695524372774526710079316876591104,43246870766561725070861386869077695524372774526710079316876591104,623.38,2677467460301,482,5554911743
78084,1283633154,43246870766561725070861386869077695524372774526710079316876591104,43246870766561725070861386869077695524372774526710079316876591104,623.38,2677467460301,673,3978406330
78102,1283639630,43246870766561725070861386869077695524372774526710079316876591104,43246870766561725070861386869077695524372774526710079316876591104,623.38,2677467460301,365,7335527288
78120,1283649909,43246870766561725070861386869077695524372774526710079316876591104,43246870766561725070861386869077695524372774526710079316876591104,623.38,2677467460301,596,4492395067
78138,1283658436,43246870766561725070861386869077695524372774526710079316876591104,43246870766561725070861386869077695524372774526710079316876591104,623.38,2677467460301,491,5453090550
78156,1283667329,43246870766561725070861386869077695524372774526710079316876591104,43246870766561725070861386869077695524372774526710079316876591104,623.38,2677467460301,515,5198965942
78174,1283678725,43246870766561725070861386869077695524372774526710079316876591104,43246870766561725070861386869077695524372774526710079316876591104,623.38,2677467460301,520,5148975885
78192,1283688064,43246870766561725070861386869077695524372774526710079316876591104,43246870766561725070861386869077695524372774526710079316876591104,623.38,2677467460301,535,5004612075
78210,1283695222,43246870766561725070861386869077695524372774526710079316876591104,43246870766561725070861386869077695524372774526710079316876591104,623.38,2677467460301,418,6405424546
78228,1283707748,43246870766561725070861386869077695524372774526710079316876591104,43246870766561725070861386869077695524372774526710079316876591104,623.38,2677467460301,690,3880387623
78246,1283717921,43246870766561725070861386869077695524372774526710079316876591104,43246870766561725070861386869077695524372774526710079316876591104,623.38,2677467460301,591,4530401794
78264,1283726491,43246870766561725070861386869077695524372774526710079316876591104,43246870766561725070861386869077695524372774526710079316876591104,623.38,2677467460301,471,5684644289
78282,1283735354,43246870766561725070861386869077695524372774526710079316876591104,43246870766561725070861386869077695524372774526710079316876591104,623.38,2677467460301,511,5239662348
78300,1283747433,43246870766561725070861386869077695524372774526710079316876591104,43246870766561725070861386869077695524372774526710079316876591104,623.38,2677467460301,668,4008184820
78318,1283753642,43246870766561725070861386869077695524372774526710079316876591104,43246870766561725070861386869077695524372774526710079316876591104,623.38,2677467460301,337,7945007300
78336,1283764055,43246870766561725070861386869077695524372774526710079316876591104,43246870766561725070861386869077695524372774526710079316876591104,623.38,2677467460301,602,4447620365
78354,1283771775,43246870766561725070861386869077695524372774526710079316876591104,43246870766561725070861386869077695524372774526710079316876591104,623.38,2677467460301,449,5963179198
78372,1283783181,43246870766561725070861386869077695524372774526710079316876591104,43246870766561725070861386869077695524372774526710079316876591104,623.38,2677467460301,653,4100256447
78390,1283789501,43246870766561725070861386869077695524372774526710079316876591104,43246870766561725070861386869077695524372774526710079316876591104,623.38,2677467460301,340,7874904295
78408,1283801459,43246870766561725070861386869077695524372774526710079316876591104,43246870766561725070861386869077695524372774526710079316876591104,623.38,2677467460301,652,4106545184
78426,1283813002,43246870766561725070861386869077695524372774526710079316876591104,43246870766561725070861386869077695524372774526710079316876591104,623.38,2677467460301,597,4484870117
78444,1283826456,43246870766561725070861386869077695524372774526710079316876591104,43246870766561725070861386869077695524372774526710079316876591104,623.38,2677467460301,745,3593916054
78462,1283838525,43246870766561725070861386869077695524372774526710079316876591104,43246870766561725070861386869077695524372774526710079316876591104,623.38,2677467460301,629,4256705024
78480,1283845185,43246870766561725070861386869077695524372774526710079316876591104,43246870766561725070861386869077695524372774526710079316876591104,623.38,2677467460301,389,6882949769
78498,1283854595,43246870766561725070861386869077695524372774526710079316876591104,43246870766561725070861386869077695524372774526710079316876591104,623.38,2677467460301,546,4903786557
78516,1283861805,43246870766561725070861386869077695524372774526710079316876591104,43246870766561725070861386869077695524372774526710079316876591104,623.38,2677467460301,453,5910524194
78534,1283874329,43246870766561725070861386869077695524372774526710079316876591104,43246870766561725070861386869077695524372774526710079316876591104,623.38,2677467460301,633,4229806414
78552,1283883453,43246870766561725070861386869077695524372774526710079316876591104,43246870766561725070861386869077695524372774526710079316876591104,623.38,2677467460301,535,5004612075
78570,1283891248,43246870766561725070861386869077695524372774526710079316876591104,43246870766561725070861386869077695524372774526710079316876591104,623.38,2677467460301,449,5963179198
78588,1283900387,43246870766561725070861386869077695524372774526710079316876591104,43246870766561725070861386869077695524372774526710079316876591104,623.38,2677467460301,516,5188890426
78606,1283909782,43246870766561725070861386869077695524372774526710079316876591104,43246870766561725070861386869077695524372774526710079316876591104,623.38,2677467460301,534,5013984008
78624,1283922289,37817516728945957090904676150631917288430706594442690521085247488,40532193747753841080883031509854806406401740560576384918980919296,712.88,3061863899400,602,4745503398
78642,1283931906,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,419,7307551072
78660,1283942450,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,579,5288193263
78678,1283954490,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,634,4829438327
78696,1283964947,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,621,4930537680
78714,1283974358,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,517,5922367310
78732,1283979915,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,302,10138622183
78750,1283986988,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,408,7504568380
78768,1283996842,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,559,5477395168
78786,1284013205,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,953,3212868729
78804,1284022530,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,502,6099330476
78822,1284035125,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,732,4182874179
78840,1284045306,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,590,5189599829
78858,1284056968,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,671,4563135468
78876,1284065972,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,497,6160691950
78894,1284077396,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,665,4604306615
78912,1284090088,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,704,4349238493
78930,1284096070,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,349,8773248995
78948,1284105691,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,538,5691196839
78966,1284112765,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,412,7431708493
78984,1284120970,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,465,6584653547
79002,1284128955,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,452,6774035175
79020,1284140629,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,685,4469874305
79038,1284149071,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,443,6911656657
79056,1284156153,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,416,7360249758
79074,1284165063,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,487,6287194865
79092,1284175251,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,568,5390605456
79110,1284183524,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,472,6486999786
79128,1284192763,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,509,6015449704
79146,1284204839,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,666,4597393242
79164,1284217045,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,708,4324666524
79182,1284227051,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,572,5352908915
79200,1284238880,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,678,4516023450
79218,1284246203,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,375,8164970398
79236,1284252773,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,345,8874967824
79254,1284259953,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,397,7712503524
79272,1284269211,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,526,5821034029
79290,1284278192,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,469,6528494455
79308,1284287854,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,545,5618098897
79326,1284294964,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,377,8121654905
79344,1284303507,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,470,6514604041
79362,1284311549,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,465,6584653547
79380,1284320442,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,497,6160691950
79398,1284329481,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,481,6365621412
79416,1284339871,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,569,5381131633
79434,1284346969,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,412,7431708493
79452,1284353375,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,365,8388668217
79470,1284362568,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,526,5821034029
79488,1284375787,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,719,4258503337
79506,1284384093,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,486,6300131480
79524,1284394666,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,532,5755383269
79542,1284405619,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,629,4867828138
79560,1284412829,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,321,9538516820
79578,1284422354,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,540,5670118332
79596,1284430468,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,410,7467960730
79614,1284436008,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,317,9658876654
79632,1284444271,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,473,6473285199
79650,1284450592,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,360,8505177498
79668,1284458254,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,445,6880593032
79686,1284468716,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,541,5659637521
79704,1284476652,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,466,6570523389
79722,1284485290,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,504,6075126784
79740,1284492438,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,420,7290152141
79758,1284499465,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,407,7523007123
79776,1284506004,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,380,8057536577
79794,1284519895,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,804,3808288432
79812,1284527830,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,406,7541536698
79830,1284541850,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,808,3789435519
79848,1284547886,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,259,11821868337
79866,1284556904,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,520,5888199806
79884,1284562632,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,314,9751158915
79902,1284567890,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,302,10138622183
79920,1284576040,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,450,6804141998
79938,1284584643,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,499,6135999798
79956,1284597304,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,719,4258503337
79974,1284603294,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,317,9658876654
79992,1284611696,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,491,6235975355
80010,1284619289,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,446,6865165693
80028,1284629976,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,618,4954472329
80046,1284635337,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,307,9973498043
80064,1284644312,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,510,6003654704
80082,1284650480,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,357,8576649578
80100,1284655477,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,274,11174685764
80118,1284664101,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,505,6063096830
80136,1284672330,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,474,6459628479
80154,1284677467,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,318,9628502828
80172,1284682238,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,209,14650066504
80190,1284690039,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,457,6699921005
80208,1284698273,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,477,6419001885
80226,1284705047,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,368,8320282335
80244,1284709976,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,283,10819307065
80262,1284718659,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,485,6313121442
80280,1284727897,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,539,5680638032
80298,1284737425,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,516,5933844766
80316,1284744237,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,378,8100169046
80334,1284751158,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,379,8078796568
80352,1284757864,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,357,8576649578
80370,1284764363,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,364,8411714009
80388,1284771987,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,433,7071279213
80406,1284778054,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,356,8600741290
80424,1284783710,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,280,10935228212
80442,1284790544,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,389,7871115422
80460,1284798082,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,435,7038767584
80478,1284805751,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,364,8411714009
80496,1284814607,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,466,6570523389
80514,1284818742,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,226,13548070351
80532,1284825255,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,336,9112690176
80550,1284830946,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,307,9973498043
80568,1284836162,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,304,10071920721
80586,1284841185,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,295,10379199658
80604,1284848728,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,431,7104092574
80622,1284857604,37817516728945957090904676150631917288430706594442690521085247488,37817516728945957090904676150631917288430706594442690521085247488,712.88,3061863899400,509,6015449704
80640,1284861847,29373101246077110899697012205905070265841442578602225419818106880,33595308987511533995300844178268493777136074586522457970451677184,917.83,3942113169026,233,14792593709
80658,1284869173,29373101246077110899697012205905070265841442578602225419818106880,29373101246077110899697012205905070265841442578602225419818106880,917.83,3942113169026,331,11909707459
80676,1284878200,29373101246077110899697012205905070265841442578602225419818106880,29373101246077110899697012205905070265841442578602225419818106880,917.83,3942113169026,422,9341500400
80694,1284885566,29373101246077110899697012205905070265841442578602225419818106880,29373101246077110899697012205905070265841442578602225419818106880,917.83,3942113169026,422,9341500400
80712,1284894623,29373101246077110899697012205905070265841442578602225419818106880,29373101246077110899697012205905070265841442578602225419818106880,917.83,3942113169026,532,7409987159
80730,1284903121,29373101246077110899697012205905070265841442578602225419818106880,29373101246077110899697012205905070265841442578602225419818106880,917.83,3942113169026,456,8644985019
80748,1284912574,29373101246077110899697012205905070265841442578602225419818106880,29373101246077110899697012205905070265841442578602225419818106880,917.83,3942113169026,477,8264388195
80766,1284919130,29373101246077110899697012205905070265841442578602225419818106880,29373101246077110899697012205905070265841442578602225419818106880,917.83,3942113169026,384,10265919711
80784,1284924187,29373101246077110899697012205905070265841442578602225419818106880,29373101246077110899697012205905070265841442578602225419818106880,917.83,3942113169026,292,13500387565
80802,1284931776,29373101246077110899697012205905070265841442578602225419818106880,29373101246077110899697012205905070265841442578602225419818106880,917.83,3942113169026,446,8838818764
80820,1284938446,29373101246077110899697012205905070265841442578602225419818106880,29373101246077110899697012205905070265841442578602225419818106880,917.83,3942113169026,388,10160085487
80838,1284950232,29373101246077110899697012205905070265841442578602225419818106880,29373101246077110899697012205905070265841442578602225419818106880,917.83,3942113169026,608,6483738764
80856,1284955442,29373101246077110899697012205905070265841442578602225419818106880,29373101246077110899697012205905070265841442578602225419818106880,917.83,3942113169026,304,12967477529
80874,1284960617,29373101246077110899697012205905070265841442578602225419818106880,29373101246077110899697012205905070265841442578602225419818106880,917.83,3942113169026,302,13053354864
80892,1284967983,29373101246077110899697012205905070265841442578602225419818106880,29373101246077110899697012205905070265841442578602225419818106880,917.83,3942113169026,415,9499067877
80910,1284974411,29373101246077110899697012205905070265841442578602225419818106880,29373101246077110899697012205905070265841442578602225419818106880,917.83,3942113169026,336,11732479669
80928,1284982365,29373101246077110899697012205905070265841442578602225419818106880,29373101246077110899697012205905070265841442578602225419818106880,917.83,3942113169026,460,8569811237
80946,1284990631,29373101246077110899697012205905070265841442578602225419818106880,29373101246077110899697012205905070265841442578602225419818106880,917.83,3942113169026,428,9210544787
80964,1284999438,29373101246077110899697012205905070265841442578602225419818106880,29373101246077110899697012205905070265841442578602225419818106880,917.83,3942113169026,476,8281750355
80982,1285006545,29373101246077110899697012205905070265841442578602225419818106880,29373101246077110899697012205905070265841442578602225419818106880,917.83,3942113169026,400,9855282922
81000,1285015352,29373101246077110899697012205905070265841442578602225419818106880,29373101246077110899697012205905070265841442578602225419818106880,917.83,3942113169026,485,8128068389
81018,1285023695,29373101246077110899697012205905070265841442578602225419818106880,29373101246077110899697012205905070265841442578602225419818106880,917.83,3942113169026,422,9341500400
81036,1285030813,29373101246077110899697012205905070265841442578602225419818106880,29373101246077110899697012205905070265841442578602225419818106880,917.83,3942113169026,402,9806251664
81054,1285037788,29373101246077110899697012205905070265841442578602225419818106880,29373101246077110899697012205905070265841442578602225419818106880,917.83,3942113169026,399,9879982879
81072,1285047935,29373101246077110899697012205905070265841442578602225419818106880,29373101246077110899697012205905070265841442578602225419818106880,917.83,3942113169026,564,6989562356
81090,1285056497,29373101246077110899697012205905070265841442578602225419818106880,29373101246077110899697012205905070265841442578602225419818106880,917.83,3942113169026,481,8195661474
81108,1285065566,29373101246077110899697012205905070265841442578602225419818106880,29373101246077110899697012205905070265841442578602225419818106880,917.83,3942113169026,529,7452009771
81126,1285076889,29373101246077110899697012205905070265841442578602225419818106880,29373101246077110899697012205905070265841442578602225419818106880,917.83,3942113169026,652,6046185842
81144,1285085522,29373101246077110899697012205905070265841442578602225419818106880,29373101246077110899697012205905070265841442578602225419818106880,917.83,3942113169026,500,7884226338
81162,1285095756,29373101246077110899697012205905070265841442578602225419818106880,29373101246077110899697012205905070265841442578602225419818106880,917.83,3942113169026,566,6964864256
81180,1285103208,29373101246077110899697012205905070265841442578602225419818106880,29373101246077110899697012205905070265841442578602225419818106880,917.83,3942113169026,431,9146434266
81198,1285113494,29373101246077110899697012205905070265841442578602225419818106880,29373101246077110899697012205905070265841442578602225419818106880,917.83,3942113169026,595,6625400284
81216,1285121891,29373101246077110899697012205905070265841442578602225419818106880,29373101246077110899697012205905070265841442578602225419818106880,917.83,3942113169026,441,8939032129
81234,1285133158,29373101246077110899697012205905070265841442578602225419818106880,29373101246077110899697012205905070265841442578602225419818106880,917.83,3942113169026,542,7273271529
81252,1285140360,29373101246077110899697012205905070265841442578602225419818106880,29373101246077110899697012205905070265841442578602225419818106880,917.83,3942113169026,424,9297436719
