Each row contains some info about the single block at height blockNumber:
- Time when the block was created (UTC)
- Decimal target
- Difficulty
- The average number of hashes it takes to solve a block at this difficulty

Each row also contains stats that apply to the set of blocks between blockNumber and the previous blockNumber:
- Average interval between blocks.
- Average target over these blocks. This is only different from the block target when
a retarget occurred in this section. (I'm not totally sure I'm doing this correctly.)
- The estimated number of network-wide hashes per second during
this time, calculated from the average interval and average target.

blockNumber,time,target,avgTargetSinceLast,difficulty,hashesToWin,avgIntervalSinceLast,netHashPerSecond
START DATA
121662,1304446631,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,380,1239570587607
121680,1304455950,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,547,861127647697
121698,1304467189,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,634,742960289102
121716,1304473251,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,265,1777497446379
121734,1304482535,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,474,993748572343
121752,1304488431,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,322,1462847277300
121770,1304496554,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,441,1068110710409
121788,1304505728,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,490,961299639368
121806,1304514010,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,479,983375413968
121824,1304519238,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,286,1646981899617
121842,1304529872,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,554,850246973448
121860,1304538402,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,496,949671014698
121878,1304547031,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,472,997959371378
121896,1304553726,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,384,1226658393986
121914,1304561774,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,402,1171733391270
121932,1304568271,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,372,1266228019598
121950,1304577291,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,447,1053773653894
121968,1304583672,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,365,1290511844631
121986,1304587309,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,201,2343466782540
122004,1304592556,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,265,1777497446379
122022,1304599101,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,345,1365324125480
122040,1304607781,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,505,932746184734
122058,1304612958,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,259,1818674993400
122076,1304620247,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,404,1165932730917
122094,1304628954,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,479,983375413968
122112,1304639482,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,593,794328538432
122130,1304645271,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,315,1495354994573
122148,1304651908,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,374,1259456746766
122166,1304661554,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,519,907585401330
122184,1304667811,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,353,1334381935667
122202,1304674623,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,400,1177592058226
122220,1304684232,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,557,845667546302
122238,1304691836,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,425,1108321937154
122256,1304697467,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,323,1458318338361
122274,1304705577,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,457,1030715149432
122292,1304713589,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,447,1053773653894
122310,1304719382,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,330,1427384313002
122328,1304725195,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,305,1544383027182
122346,1304733818,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,486,969211570556
122364,1304740010,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,348,1353554089915
122382,1304745257,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,313,1504909978564
122400,1304751951,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,317,1485920578204
122418,1304760333,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,427,1103130733701
122436,1304767971,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,446,1056136375091
122454,1304774337,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,334,1410289890091
122472,1304781868,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,436,1080359686446
122490,1304790981,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,480,981326715188
122508,1304796232,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,292,1613139805789
122526,1304802860,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,378,1246129162144
122544,1304810017,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,384,1226658393986
122562,1304818892,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,386,1220302651012
122580,1304823300,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,246,1914783834514
122598,1304834267,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,631,746492588416
122616,1304841909,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,425,1108321937154
122634,1304851566,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,545,864287749157
122652,1304859202,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,445,1058509715259
122670,1304869637,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,560,841137184447
122688,1304874850,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,294,1602166065614
122706,1304881018,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,312,1509733407982
122724,1304887435,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,373,1262833306409
122742,1304893943,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,373,1262833306409
122760,1304897262,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,173,2722756203992
122778,1304902846,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,324,1453817355835
122796,1304908994,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,263,1791014537226
122814,1304915878,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,378,1246129162144
122832,1304921888,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,286,1646981899617
122850,1304931246,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,549,857990570656
122868,1304936844,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,312,1509733407982
122886,1304942687,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,311,1514587856240
122904,1304951573,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,513,918200435264
122922,1304956363,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,275,1712861175602
122940,1304962156,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,289,1629885201697
122958,1304968456,245823858161213192073337185391658632187400443916100519594033152,245823858161213192073337185391658632187400443916100519594033152,109670.13,471036823290678,350,1345819495116
122976,1304975844,171262555713783851185422181139260521316022447660158187451973632,208543206937498521629379683265459576751711445788129353523003392,157416.40,676108614371196,430,1291262047867
122994,1304981561,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,304,2224041494642
123012,1304990019,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,486,1391169988418
123030,1304999352,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,507,1333547562862
123048,1305008145,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,513,1317950515343
123066,1305014609,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,378,1788647127966
123084,1305020703,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,328,2061306751131
123102,1305031026,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,584,1157720230087
123120,1305038428,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,432,1565066236970
123138,1305047114,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,507,1333547562862
123156,1305055957,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,448,1509171014221
123174,1305065942,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,578,1169738087147
123192,1305072626,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,358,1888571548522
123210,1305082863,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,566,1194538187934
123228,1305089858,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,377,1793391550056
123246,1305098828,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,519,1302714093200
123264,1305107366,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,484,1396918624733
123282,1305114829,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,413,1637066862884
123300,1305124540,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,534,1266121000695
123318,1305131530,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,323,2093215524369
123336,1305139704,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,476,1420396248678
123354,1305146702,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,401,1686056394940
123372,1305155318,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,486,1391169988418
123390,1305162877,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,366,1847291296096
123408,1305173701,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,614,1101154095067
123426,1305183105,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,528,1280508739339
123444,1305190960,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,412,1641040326143
123462,1305205640,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,852,793554711703
123480,1305214150,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,474,1426389481795
123498,1305223355,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,539,1254375907924
123516,1305231819,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,484,1396918624733
123534,1305239444,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,429,1576010756110
123552,1305246817,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,369,1832272667672
123570,1305258576,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,686,985581070511
123588,1305266802,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,472,1432433505023
123606,1305271531,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,263,2570755187723
123624,1305276970,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,288,2347599355455
123642,1305285654,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,491,1377003287925
123660,1305291360,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,288,2347599355455
123678,1305298479,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,406,1665292153623
123696,1305309096,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,601,1124972736058
123714,1305314267,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,290,2331409015073
123732,1305324554,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,577,1171765362861
123750,1305330247,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,323,2093215524369
123768,1305335328,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,289,2339476174294
123786,1305342492,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,403,1677688869407
123804,1305347083,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,263,2570755187723
123822,1305354213,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,417,1621363583623
123840,1305359579,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,306,2209505275722
123858,1305367544,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,431,1568697481139
123876,1305374283,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,389,1738068417406
123894,1305379231,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,262,2580567230424
123912,1305384177,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,266,2541761708162
123930,1305390201,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,305,2216749555315
123948,1305396639,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,372,1817496275191
123966,1305404486,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,432,1565066236970
123984,1305413806,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,480,1408559613273
124002,1305420684,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,374,1807777043773
124020,1305427378,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,373,1812623631021
124038,1305434730,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,386,1751576721168
124056,1305440742,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,344,1965432018520
124074,1305446580,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,331,2042624212601
124092,1305452888,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,342,1976925773015
124110,1305460979,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,420,1609782415169
124128,1305465785,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,250,2704434457484
124146,1305472238,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,342,1976925773015
124164,1305478170,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,332,2036471730033
124182,1305486341,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,469,1441596192689
124200,1305496581,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,550,1229288389765
124218,1305505684,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,529,1278088117903
124236,1305510173,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,249,2715295640044
124254,1305515467,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,308,2195157838867
124272,1305521501,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,343,1971162141023
124290,1305527669,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,361,1872877048119
124308,1305535396,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,377,1793391550056
124326,1305542732,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,350,1931738898203
124344,1305549962,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,417,1621363583623
124362,1305556667,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,379,1783927742404
124380,1305563592,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,399,1694507805441
124398,1305568654,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,275,2458576779531
124416,1305574403,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,312,2167014789651
124434,1305578087,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,201,3363724449607
124452,1305584027,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,337,2006257015938
124470,1305592780,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,414,1633112595099
124488,1305598554,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,338,2000321344293
124506,1305602393,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,202,3347072348372
124524,1305608552,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,324,2086754982627
124542,1305615659,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,396,1707344985785
124560,1305622574,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,377,1793391550056
124578,1305627080,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,250,2704434457484
124596,1305633533,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,368,1837251669486
124614,1305639162,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,327,2067610441502
124632,1305646921,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,397,1703044368693
124650,1305653484,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,360,1878079484364
124668,1305658793,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,306,2209505275722
124686,1305665602,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,396,1707344985785
124704,1305672309,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,388,1742547975183
124722,1305677791,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,310,2180995530229
124740,1305682377,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,255,2651406330867
124758,1305686886,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,244,2770936944144
124776,1305693908,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,387,1747050683129
124794,1305699854,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,332,2036471730033
124812,1305705127,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,303,2231381565581
124830,1305708518,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,190,3558466391427
124848,1305715877,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,432,1565066236970
124866,1305720326,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,237,2852778963591
124884,1305724148,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,207,3266225190199
124902,1305729221,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,289,2339476174294
124920,1305735625,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,348,1942840845894
124938,1305740004,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,179,3777143097045
124956,1305745908,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,282,2397548277912
124974,1305750213,171262555713783851185422181139260521316022447660158187451973632,171262555713783851185422181139260521316022447660158187451973632,157416.40,676108614371196,248,2726244412787
124992,1305756287,110438984653392107399822606842181601255647711092336854093004800,140850770183587979292622393990721061285835079376247520772489216,244112.48,1048471149936089,336,2446698110043
125010,1305763614,110438984653392107399822606842181601255647711092336854093004800,110438984653392107399822606842181601255647711092336854093004800,244112.48,1048471149936089,422,2484528791317
125028,1305776299,110438984653392107399822606842181601255647711092336854093004800,110438984653392107399822606842181601255647711092336854093004800,244112.48,1048471149936089,708,1480891454711
125046,1305786234,110438984653392107399822606842181601255647711092336854093004800,110438984653392107399822606842181601255647711092336854093004800,244112.48,1048471149936089,536,1956102891671
125064,1305796754,110438984653392107399822606842181601255647711092336854093004800,110438984653392107399822606842181601255647711092336854093004800,244112.48,1048471149936089,612,1713188153490
125082,1305804784,110438984653392107399822606842181601255647711092336854093004800,110438984653392107399822606842181601255647711092336854093004800,244112.48,1048471149936089,438,2393769748712
125100,1305816780,110438984653392107399822606842181601255647711092336854093004800,110438984653392107399822606842181601255647711092336854093004800,244112.48,1048471149936089,641,1635680421117
125118,1305826869,110438984653392107399822606842181601255647711092336854093004800,110438984653392107399822606842181601255647711092336854093004800,244112.48,1048471149936089,565,1855701150329
