20130529 602.347000 2.445351
20130530 602.347000 2.369471
20130531 602.347000 2.315103
20130601 623.179000 2.129159
20130602 623.179000 2.014595
20130603 623.179000 2.021079
20130604 604.611000 2.241283
20130605 604.611000 2.262218
20130606 604.611000 2.198559
20130607 604.611000 2.043917
20130608 638.542000 1.862080
20130609 638.542000 1.701024
20130610 638.542000 1.705243
20130611 650.544000 1.610954
20130612 650.544000 1.597196
20130613 650.544000 1.525480
20130614 713.062000 1.166018
20130615 713.062000 1.126262
20130616 713.062000 1.171280
20130617 713.062000 1.262968
20130618 633.779000 1.505563
20130619 633.779000 1.521036
20130620 633.779000 1.488892
20130621 746.375000 1.635146
20130622 746.375000 1.582606
20130623 746.375000 1.757779
20130624 769.726000 1.478032
20130625 769.726000 1.440660
20130626 769.726000 1.510309
20130627 769.726000 1.604904
20130628 808.561000 1.279279
20130629 808.561000 1.318325
20130630 808.561000 1.433459
20130701 841.480000 1.309421
20130702 841.480000 1.292320
20130703 841.480000 1.252673
20130704 909.315000 1.139835
20130705 909.315000 0.907860
20130706 909.315000 0.905416
20130707 909.315000 1.059308
20130708 874.086000 1.060870
20130709 874.086000 1.047070
20130710 874.086000 1.128112
20130711 923.159000 0.998848
20130712 923.159000 1.058288
