144 20111013 110426256551982323683968927107989468512300641233199776096820318605148160 110426256577692940079240529213161942732034942728573710308163312334934014 0.000 1048592 3491 300
288 20111013 110426256551982323683968927107989468512300641233199776096820318605148160 110426256577692940079240529213161942732034942728573710308163312334934014 0.000 1048592 3 343957
432 20111013 110426256551982323683968927107989468512300641233199776096820318605148160 110426256577692940079240529213161942732034942728573710308163312334934014 0.000 1048592 3 391185
576 20111013 110426256551982323683968927107989468512300641233199776096820318605148160 110426256577692940079240529213161942732034942728573710308163312334934014 0.000 1048592 3 396318
720 20111013 110426256551982323683968927107989468512300641233199776096820318605148160 110426256577692940079240529213161942732034942728573710308163312334934014 0.000 1048592 3 411437
864 20111013 110426256551982323683968927107989468512300641233199776096820318605148160 110426256577692940079240529213161942732034942728573710308163312334934014 0.000 1048592 3 394249
1008 20111013 110426256551982323683968927107989468512300641233199776096820318605148160 110426256577692940079240529213161942732034942728573710308163312334934014 0.000 1048592 3 387172
1152 20111013 110426256551982323683968927107989468512300641233199776096820318605148160 110426256577692940079240529213161942732034942728573710308163312334934014 0.000 1048592 3 401588
1296 20111013 110426256551982323683968927107989468512300641233199776096820318605148160 110426256577692940079240529213161942732034942728573710308163312334934014 0.000 1048592 3 409207
1440 20111013 110426256551982323683968927107989468512300641233199776096820318605148160 110426256577692940079240529213161942732034942728573710308163312334934014 0.000 1048592 3 398410
1584 20111013 110426256551982323683968927107989468512300641233199776096820318605148160 110426256577692940079240529213161942732034942728573710308163312334934014 0.000 1048592 3 379390
1728 20111013 110426256551982323683968927107989468512300641233199776096820318605148160 110426256577692940079240529213161942732034942728573710308163312334934014 0.000 1048592 3 374683
1872 20111013 110426256551982323683968927107989468512300641233199776096820318605148160 110426256577692940079240529213161942732034942728573710308163312334934014 0.000 1048592 3 383242
2016 20111013 110427836236357352041769395878404723568785424659630784333489133269811200 110426256577692940079240529213161942732034942728573710308163312334934014 0.000 1048577 3 395281
2160 20111013 110427836236357352041769395878404723568785424659630784333489133269811200 110427836236457785573754702810273263530737356117519804496434295247667199 0.000 1048577 3 403730
2304 20111013 110427836236357352041769395878404723568785424659630784333489133269811200 110427836236457785573754702810273263530737356117519804496434295247667199 0.000 1048577 3 395275
2448 20111013 110427836236357352041769395878404723568785424659630784333489133269811200 110427836236457785573754702810273263530737356117519804496434295247667199 0.000 1048577 2 425338
2592 20111013 110427836236357352041769395878404723568785424659630784333489133269811200 110427836236457785573754702810273263530737356117519804496434295247667199 0.000 1048577 2 422955
2736 20111013 110427836236357352041769395878404723568785424659630784333489133269811200 110427836236457785573754702810273263530737356117519804496434295247667199 0.000 1048577 3 402654
2880 20111013 110427836236357352041769395878404723568785424659630784333489133269811200 110427836236457785573754702810273263530737356117519804496434295247667199 0.000 1048577 3 403730
3024 20111013 110427836236357352041769395878404723568785424659630784333489133269811200 110427836236457785573754702810273263530737356117519804496434295247667199 0.000 1048577 2 444103
3168 20111013 110427836236357352041769395878404723568785424659630784333489133269811200 110427836236457785573754702810273263530737356117519804496434295247667199 0.000 1048577 3 413685
3312 20111013 110427836236357352041769395878404723568785424659630784333489133269811200 110427836236457785573754702810273263530737356117519804496434295247667199 0.000 1048577 3 399458
3456 20111013 110427836236357352041769395878404723568785424659630784333489133269811200 110427836236457785573754702810273263530737356117519804496434295247667199 0.000 1048577 3 409201
3600 20111013 110427836236357352041769395878404723568785424659630784333489133269811200 110427836236457785573754702810273263530737356117519804496434295247667199 0.000 1048577 2 426540
3744 20111013 110427836236357352041769395878404723568785424659630784333489133269811200 110427836236457785573754702810273263530737356117519804496434295247667199 0.000 1048577 3 409201
3888 20111013 110427836236357352041769395878404723568785424659630784333489133269811200 110427836236457785573754702810273263530737356117519804496434295247667199 0.000 1048577 2 461759
4032 20111013 27606880074870586592552325531080418139372116993586145671538842584219648 110427836236457785573754702810273263530737356117519804496434295247667199 0.000 4194320 2 437667
4176 20111013 27606880074870586592552325531080418139372116993586145671538842584219648 27606880075272319571127378218325713787519785010595415714456117799288830 0.000 4194320 4 940782
4320 20111013 27606880074870586592552325531080418139372116993586145671538842584219648 27606880075272319571127378218325713787519785010595415714456117799288830 0.000 4194320 5 847100
4464 20111013 27606880074870586592552325531080418139372116993586145671538842584219648 27606880075272319571127378218325713787519785010595415714456117799288830 0.000 4194320 5 893465
4608 20111013 27606880074870586592552325531080418139372116993586145671538842584219648 27606880075272319571127378218325713787519785010595415714456117799288830 0.000 4194320 5 919303
4752 20111013 27606880074870586592552325531080418139372116993586145671538842584219648 27606880075272319571127378218325713787519785010595415714456117799288830 0.000 4194320 4 948167
4896 20111013 27606880074870586592552325531080418139372116993586145671538842584219648 27606880075272319571127378218325713787519785010595415714456117799288830 0.000 4194320 3 1304497
5040 20111013 27606880074870586592552325531080418139372116993586145671538842584219648 27606880075272319571127378218325713787519785010595415714456117799288830 0.000 4194320 3 1451880
5184 20111013 27606880074870586592552325531080418139372116993586145671538842584219648 27606880075272319571127378218325713787519785010595415714456117799288830 0.000 4194320 3 1421134
5328 20111013 27606880074870586592552325531080418139372116993586145671538842584219648 27606880075272319571127378218325713787519785010595415714456117799288830 0.000 4194320 3 1509955
5472 20111013 27606880074870586592552325531080418139372116993586145671538842584219648 27606880075272319571127378218325713787519785010595415714456117799288830 0.000 4194320 3 1360320
5616 20111013 27606880074870586592552325531080418139372116993586145671538842584219648 27606880075272319571127378218325713787519785010595415714456117799288830 0.000 4194320 3 1394878
5760 20111013 27606880074870586592552325531080418139372116993586145671538842584219648 27606880075272319571127378218325713787519785010595415714456117799288830 0.000 4194320 3 1462426
