20120605 5.26599 5.5 5.22354 5.44001 83934.14623014 452286.00224128 5.388581674509
20120606 5.44001 5.49 5.38945 5.46001 40678.15328872 221376.20700297 5.44214004583
20120607 5.46001 5.59357 5.41 5.591 48065.7996585 264420.39743839 5.501217067375
20120608 5.591 5.66 5.5599 5.633 53841.11448573 302527.61024731 5.618895766496
20120609 5.633 5.69999 5.46177 5.55997 37122.48023239 206719.45061873 5.568578643578
20120610 5.55997 5.577 5.4267 5.46829 24397.29467734 134034.64888072 5.493832437299
20120611 5.46829 5.59997 5.4324 5.57471 40263.97340474 221882.17039632 5.510687387107
20120612 5.57471 5.74999 5.5 5.70003 78982.59657826 442662.49342365 5.604557365812
20120613 5.70003 5.96 5.66 5.929 57237.86798455 335216.88230768 5.856557801876
20120614 5.929 5.97422 5.808 5.9541 35039.35283461 206567.61878616 5.895303482378
20120615 5.9541 6.587 5.883 6.5 65639.15881999 401826.98579121 6.121757088527
20120616 6.5 6.599 6.261 6.4 78196.08353202 505216.47769785 6.460892347517
20120617 6.4 6.52999 6.1027 6.16382 48800.26262325 308913.51609874 6.330160935478
20120618 6.16382 6.36 6.03 6.30998 46832.28333112 293446.75506931 6.265907493652
20120619 6.30998 6.53294 6.281 6.49876 43883.52479865 282752.03910087 6.443239015057
20120620 6.49876 6.71031 6.45 6.67 64069.2729199 423271.205947 6.606461828842
20120621 6.67 6.8 6.561 6.68008 51943.24888479 347681.68408809 6.693491291991
20120622 6.68008 6.79962 6.42771 6.54781 56823.03096115 374175.12041057 6.584920129769
20120623 6.54781 6.65062 6.4 6.4285 20122.21842248 130792.60130832 6.499909630352
20120624 6.4285 6.47 6.35 6.35002 33945.29869747 217549.23498883 6.408817813851
20120625 6.35002 6.4455 6.21748 6.30482 62638.90813163 395654.82245387 6.316438684123
20120626 6.30482 6.47 6.28888 6.4195 48736.6660735 311935.51583645 6.400427870179
20120627 6.4195 6.65 6.4 6.647 41979.58598163 274046.64059296 6.528092981024
20120628 6.647 6.66897 6.49 6.60588 42818.4030686 282297.47777595 6.592900658244
20120629 6.60588 6.67921 6.542 6.65 26298.80164642 174369.85614293 6.63033466267
20120630 6.65 6.694 6.60201 6.68999 20591.63306489 137136.09992811 6.659797185389
20120701 6.68999 6.69399 6.5351 6.62898 20577.604144 135823.90290692 6.600569335304
20120702 6.62898 6.765 6.5778 6.75999 32364.19757708 217005.56149828 6.705111751387
20120703 6.75999 6.76 6.4 6.44993 71068.51958882 465280.45135647 6.546927585497
20120704 6.44993 6.55 6.44991 6.5101 33478.78566741 217804.23210616 6.505738716748
20120705 6.5101 6.77 6.48101 6.67 45344.69678629 301701.76498747 6.653518192202
20120706 6.67 6.72 6.55 6.64811 43191.38877213 286978.87896465 6.644354051191
20120707 6.64811 6.87 6.63 6.76207 37987.94956629 257213.26770898 6.770917373683
20120708 6.76207 6.86 6.7235 6.79898 18219.9265488 123756.04078324 6.792345756816
20120709 6.79898 7.1 6.74257 7.0215 61644.09941363 425223.10905281 6.898034249792
20120710 7.0215 7.25 6.96 7.1999 70065.80116165 497668.81502426 7.102877677458
20120711 7.1999 7.257 7.01777 7.15 41891.36007282 297644.88421346 7.105161629894
20120712 7.15 7.9 7.1 7.76437 64616.60224414 471834.36603446 7.302060920067
